Date,Close,High,Low,Open,Volume,Target,MA10,MA50,Return,Volatility
2018-04-18,452.3672790527344,455.9028306460951,447.50593239454753,451.12181736992966,10430380,1,455.6758728027344,459.6826409912109,0.0006664957391662174,0.0193880054763857
2018-04-19,455.1395263671875,457.9318228864423,451.22231713585495,451.5839154890027,8525542,1,455.08527221679685,459.5990753173828,0.0061283108722147706,0.01818807185043878
2018-04-20,473.45989990234375,479.58681557350207,456.7866539775522,457.61029176717045,24272692,1,457.15234375,459.9224951171875,0.040252213824154115,0.02126840021276835
2018-04-23,477.1763610839844,487.9035180379036,464.1391039869623,469.26160870527764,21830638,0,460.2238403320313,460.56491821289063,0.007849579621013625,0.020236550399321478
2018-04-24,463.8376770019531,480.6716397482016,462.0699012523034,476.0915090925201,8526216,1,461.8750915527344,460.93012084960935,-0.027953363095628347,0.02305542971025248
2018-04-25,466.18798828125,470.46679515952036,460.101238979224,462.8332604814411,11594178,1,463.32545776367186,461.13984252929686,0.005067098676606596,0.022970284708037497
2018-04-26,472.6563720703125,474.74557930832884,466.0473580328796,471.6720675263798,11302084,1,463.8818878173828,461.6806164550781,0.013875054595272385,0.020748119027405167
2018-04-27,476.17193603515625,478.74324226319237,471.7525203144521,474.0827773118946,7663370,1,464.43431701660154,462.3427276611328,0.007437885475752637,0.020742374260849936
2018-04-30,481.9170837402344,485.31197813498,474.3438238294802,474.7656476237827,5511678,0,467.09801025390624,463.16032043457034,0.012065279934208473,0.017094342373064213
2018-05-02,480.932861328125,482.76086283617417,474.4845128109323,481.67611684430256,10295042,0,469.9846984863281,463.82403686523435,-0.002042306540516625,0.01674391954239407
2018-05-03,475.1072082519531,484.0062635401593,472.515794641888,481.0131339839173,5332230,0,472.25869140625,464.26196044921875,-0.012113235639760522,0.017685817582143267
2018-05-04,471.3105163574219,476.49329471744903,464.038579594143,476.0915297134714,6023368,1,473.87579040527345,464.59421997070314,-0.007991231933736187,0.018148327008954215
2018-05-07,475.2880554199219,478.10041077743625,472.27481753687084,474.5849665805433,4638960,0,474.05860595703126,464.96424682617186,0.008439317444560501,0.01310609718105517
2018-05-08,468.2772216796875,473.2390096878553,466.4692791553169,473.2390096878553,5718556,1,473.16869201660154,465.11008544921873,-0.014750704673274884,0.013629072078407243
2018-05-09,470.34625244140625,472.83722479636873,467.2526816472433,469.06062409557745,3783504,0,473.8195495605469,465.1900378417969,0.004418388650844873,0.01011831442254493
2018-05-10,469.2614440917969,475.2879181169484,467.19234486778066,472.4755635718777,3182862,1,474.12689514160155,465.2892724609375,-0.002306403726995865,0.01009330692291567
2018-05-11,474.38409423828125,475.3683990171065,468.4781674781569,470.98919910126864,3311706,1,474.29966735839844,465.6279614257812,0.010916409628322743,0.009700000956368377
2018-05-14,477.81915283203125,478.7030162492176,470.0650684108977,475.8303865779904,4432094,1,474.4643890380859,465.9421435546875,0.007241091418264567,0.00968433949389706
2018-05-15,479.928466796875,485.33218717740095,477.3370527620362,477.3370527620362,5611974,0,474.26552734375,466.11852172851565,0.0044144608945495545,0.00893229287968804
2018-05-16,478.0802917480469,481.3145199511288,475.89069188824044,476.99554575290284,6205004,0,473.9802703857422,466.35315490722655,-0.0038509385808330743,0.008987887334955138
2018-05-17,475.2477111816406,481.09336106480475,471.4912191661619,480.510821575806,9519598,1,473.99432067871095,466.5701049804687,-0.005924905534275937,0.0082898415286107
2018-05-18,475.3682556152344,476.7142073940651,471.27027285996763,475.2879222449631,7139660,0,474.4000946044922,466.82602783203123,0.00025364547952055894,0.007795308941130673
2018-05-21,473.88189697265625,477.4576158810402,470.0651288325628,473.9020048434601,8475320,1,474.2594787597656,467.1104797363281,-0.0031267519970479274,0.007397833423529833
2018-05-22,479.6471862792969,481.3145210147343,471.63199329719475,472.0739250353195,5636804,0,475.39647521972654,467.4093933105469,0.012166088942142661,0.006369634046019681
2018-05-23,476.05126953125,485.19142157672866,474.68525897727767,480.10908546580345,9538442,1,475.96697692871095,467.58214965820315,-0.007497003737144792,0.007034111136491599
2018-05-24,490.55517578125,493.18675674296713,481.31457869446155,481.31457869446155,9740570,1,478.0963500976562,467.86539672851563,0.03046710969657007,0.011451804169998012
2018-05-25,493.48797607421875,501.66388413076015,490.4747385317406,494.21112365826565,8901438,0,480.00673828125,468.22296875,0.005978532971949724,0.011249347259916564
2018-05-28,487.9034118652344,495.2155150388348,484.52857615296585,494.5727008659212,5739794,1,481.0151641845703,468.4929534912109,-0.011316515254151782,0.012151968887583058
2018-05-29,488.82745361328125,492.78487807977297,484.60892113286496,487.7628156030869,3388934,0,481.9050628662109,468.76776123046875,0.001893903025835142,0.012126040552671588
2018-05-30,486.81866455078125,493.6687778919644,484.36790769000356,488.9480388154797,6323066,1,482.7789001464844,469.08756591796873,-0.004109403118936039,0.012139938301069408
2018-05-31,494.89410400390625,498.9920870336122,486.2360493819881,486.8185889643961,19720340,0,484.74353942871096,469.7709674072266,0.01658818784316063,0.012610410634788896
2018-06-01,490.474853515625,500.6997556893983,489.0284599212881,494.33178866547706,4998356,1,486.25419921875,470.22295654296875,-0.00892968910424996,0.013242583027517353
2018-06-04,497.947509765625,499.39385383769496,486.93913986426895,490.5951912542048,4270156,0,488.6607604980469,470.800693359375,0.015235554272431173,0.01353589075424599
2018-06-05,490.4948425292969,498.99218299038625,488.94805692375206,498.99218299038625,4710862,1,489.7455261230469,471.27919494628907,-0.01496677278260905,0.014625967072936218
2018-06-06,497.1640625,498.8113381780972,490.173390975766,492.242441419602,4038184,1,491.8568054199219,471.8404602050781,0.013596921705256726,0.014571521493890049
2018-06-07,503.1905517578125,505.4203671125051,497.38506715841123,497.38506715841123,6676226,1,493.12034301757814,472.6214910888672,0.012121731461256724,0.01182767571347062
2018-06-08,506.24407958984375,507.0275018334039,500.61936879295973,501.4027910365199,6459878,1,494.3959533691406,473.4736358642578,0.006068333003003135,0.0118305517716674
2018-06-11,507.1882019042969,510.241606433291,504.2352386364116,508.4537716029861,5171290,0,496.3244323730469,474.5230474853516,0.001864954776790828,0.010794406520091884
2018-06-12,505.62115478515625,510.7436575451966,502.3869275427618,508.533950472238,7839820,1,498.00380249023436,475.4981298828125,-0.0030896758111820244,0.01101202863891985
2018-06-13,512.1700439453125,515.8662623446806,508.9559239307039,508.9559239307039,5766928,0,500.5389404296875,476.57767395019533,0.012952166059861492,0.011034435166563343
2018-06-14,510.2765197753906,515.7509917413232,507.9714974592099,515.7509917413232,7598848,1,502.0771820068359,477.74992126464844,-0.0036970615370938154,0.010550837659259418
2018-06-15,527.3790893554688,531.5981220703125,508.3419905201982,509.1652164157774,19957760,0,505.7676055908203,479.07659240722654,0.03351627777740229,0.01333676566113698
2018-06-18,521.6782836914062,531.4952428914078,519.5996181126897,528.511048884854,8214846,0,508.14068298339845,480.4543743896484,-0.010809692267150117,0.014146512692947859
2018-06-19,511.05865478515625,520.0318376519605,509.59745888542426,519.8671824144026,7545700,1,510.1970642089844,481.74631958007814,-0.020356662790533053,0.015054952414353564
2018-06-20,511.6966857910156,515.4835051061715,509.57686889630037,513.8988051833853,5371802,1,511.65032653808595,483.03375,0.0012484496640168263,0.014702375191751889
2018-06-21,513.0962524414062,517.1917820698103,508.75371479370114,512.8492444221051,5798790,1,512.6408966064453,484.2619885253906,0.0027351489451745703,0.014349416414907055
2018-06-22,513.6311645507812,516.7800133911971,510.89392862425717,511.63485196754925,4343118,1,513.379605102539,485.19277038574216,0.0010425180593889305,0.014280623193503397
2018-06-25,523.7568969726562,526.3706794957707,516.1626578702234,517.4592487585157,7731178,1,515.036474609375,486.25495544433596,0.019714014882120434,0.015397449959707562
2018-06-26,525.9796142578125,528.4698927800615,521.2049139403564,522.3368495876109,4483504,0,517.0723205566406,487.66894470214845,0.004243795734249378,0.015231704088091784
2018-06-27,522.7484130859375,532.400716048174,520.9373061725591,528.4903932731218,6952142,1,518.1301574707031,489.08259338378906,-0.006143206094468945,0.015189808626406584
2018-06-28,530.8160400390625,534.2735988015603,525.3210173116266,525.3416180570181,10996818,1,520.1841094970703,490.6515686035156,0.015433096975846272,0.015571531606620411
2018-06-29,538.0604248046875,541.2710258930641,528.2023148116156,534.2942065321225,9966600,1,521.2522430419922,492.30998657226564,0.01364763725883611,0.012324870561014395
2018-07-02,549.3798828125,551.5614519371105,540.8595133174352,540.8595133174352,4830144,1,524.0224029541016,493.82838623046877,0.021037521969621498,0.012733276011117062
2018-07-03,557.22119140625,558.9293956894403,548.165703900479,548.2274559098928,8127452,0,528.6386566162109,495.42928283691407,0.014273017340218574,0.009215388250288574
2018-07-04,553.7017211914062,556.7682678215988,551.0879890035675,556.5213101003195,5025722,0,532.83916015625,497.2265637207031,-0.006316109776732914,0.010159271121539538
2018-07-05,528.5110473632812,554.545567414471,521.966391166881,554.4838154205409,17019902,1,534.3806396484375,498.47302490234375,-0.04549502532504679,0.019796389355497192
2018-07-06,528.6139526367188,535.8583308035804,522.3368548927359,531.0836304376301,11215356,1,535.8789184570312,499.59217651367186,0.00019470789485076523,0.019808199869332792
2018-07-09,534.6235961914062,536.331800386065,526.4736880060419,533.8621221033969,6644998,1,536.9655883789062,500.7612097167969,0.011368681293241423,0.0191948457931909
2018-07-10,535.6732177734375,541.4563508106658,532.7507752523961,538.595660294479,5974488,1,537.9349487304687,501.8363323974609,0.001963290789087191,0.019181730739067194
2018-07-11,543.5143432617188,552.4257743921196,531.536415506497,542.3207058076921,11899832,0,540.0115417480469,503.0879620361328,0.014637889721038189,0.019327066338398556
2018-07-12,532.7713012695312,546.2516276462352,528.6963223309389,545.8400146270992,13272240,1,540.2070678710937,504.2412438964844,-0.019765884976865045,0.020213490495613214
2018-07-13,542.2589111328125,548.1037949326475,534.4176643261256,541.2710300022952,19496158,1,540.6269165039063,505.6602117919922,0.017808034780915083,0.020552884378011563
2018-07-16,548.6183471679688,569.8370162624265,530.0340111794062,542.2589467620726,35344680,0,540.5507629394531,507.12681762695314,0.011727674556552659,0.019737600063620686
2018-07-17,546.5809326171875,555.4717636912209,540.3243846423275,547.3218058966814,11161690,0,539.4867370605468,508.6928918457031,-0.003713719311974506,0.019105850376600567
2018-07-18,544.3787841796875,552.9609050375756,540.8594729900234,551.4791083114059,6919016,0,538.554443359375,510.17354248046877,-0.004028952175399669,0.01905886845909671
2018-07-19,541.9707641601562,548.2273112975863,538.8425157143025,544.5639459056149,5118864,1,539.9004150390625,511.62772888183594,-0.004423427380917944,0.011430719753522792
2018-07-20,554.8955078125,562.7367560209208,543.8643089126182,545.7988700278486,11705738,1,542.5285705566406,513.2379571533203,0.023847676862002176,0.013194192055221567
2018-07-23,558.1265258789062,563.086481726318,550.0177713499944,556.5624269104309,7675702,1,544.8788635253907,514.8441046142578,0.005822750447455505,0.013009310734615467
2018-07-24,566.8528442382812,569.0138124548829,558.1472193736836,565.7209085057756,6172246,1,547.996826171875,516.5825921630859,0.015635018145093937,0.013437579320507629
2018-07-25,569.5694580078125,573.7061885328258,562.0369204160859,567.6142963633412,6936922,0,550.6023376464843,518.4123754882812,0.004792449746250815,0.013070061457459906
2018-07-26,565.24755859375,572.3067316721202,563.5805058267497,567.4291276165246,7362218,1,553.8499633789063,520.2123724365234,-0.0075880111780909365,0.010920497235579793
2018-07-27,565.329833984375,571.7304359975406,563.2100673088264,565.2269307381551,6493232,0,556.1570556640625,522.0116040039062,0.00014555638387836467,0.010200970346101982
2018-07-30,556.0891723632812,565.144658515755,554.8543333424893,563.9098194949632,6409970,1,556.9041381835938,523.6557495117188,-0.01634561112044397,0.011663818462792585
2018-07-31,561.8928833007812,563.9097970034425,549.7297495785443,555.0807184552193,7943996,0,558.4353332519531,525.3006634521485,0.01043665517318959,0.011829731301821963
2018-08-01,557.3446655273438,563.2718531983975,556.0892256376405,561.3578927293919,4675706,0,559.7319213867188,526.9265313720703,-0.008094456983899656,0.012156954083361288
2018-08-02,557.1799926757812,562.5721133638335,555.7393470589725,559.6290701260635,5940742,1,561.2528442382812,528.259027709961,-0.00029545963520916096,0.011967258073374131
2018-08-03,561.4812622070312,562.3456394254896,558.1472070811342,562.3456394254896,3970390,0,561.9114196777343,529.6188934326171,0.007719712817744417,0.00969120612442296
2018-08-06,560.061279296875,565.9679162279991,554.6485579034392,562.2839997079349,6178930,1,562.1048950195312,531.06205078125,-0.0025289942972890334,0.009610281220110213
2018-08-07,563.0659790039062,568.0053349666434,560.0612342740108,565.5562577334105,7351528,0,561.7262084960937,532.5468212890624,0.005364948119254809,0.008252690544738992
2018-08-08,560.9255981445312,564.9388247685703,557.0358755149069,564.650715775904,3992358,1,560.8618225097656,534.0289599609375,-0.003801296720433056,0.008069633191121986
2018-08-09,568.0053100585938,571.9156333576193,565.4121784393064,565.4121784393064,6409524,1,561.13759765625,535.4911840820313,0.012621481240081112,0.008866466763313383
2018-08-10,570.2691650390625,571.7304111702203,565.1652044447768,570.4132697740931,4779520,1,561.6315307617188,537.0870703125,0.0039856229165098345,0.008931259160341447
2018-08-13,579.8598022460938,580.3125664879658,567.4908117431926,572.1420586492069,9979746,0,564.00859375,538.7253161621094,0.016817737649157838,0.007912534327483307
2018-08-14,579.6744384765625,586.3631477704963,577.9044829958825,582.000011049883,6151320,1,565.7867492675781,540.5089080810546,-0.00031966997679999665,0.0077022476529261755
2018-08-16,588.42138671875,590.62350622885,580.8888486888341,582.411796696937,6626774,1,568.8944213867187,542.3340545654297,0.015089415129594608,0.007426865943945225
2018-08-17,588.7505493164062,591.7553438289062,585.7252043046651,588.9769565280935,6390408,0,572.0514770507813,544.0452545166015,0.0005593994458490403,0.007357787899733972
2018-08-20,569.7753295898438,579.5305381794903,565.3504895731627,571.318878432872,16101876,0,572.8808837890625,545.3158795166015,-0.03222964250070681,0.013945524115403372
2018-08-21,569.6517333984375,574.6116896430002,565.4533013231172,572.1420118938182,8361482,1,573.8399291992188,546.5651501464844,-0.00021692092477088032,0.013889327435513353
2018-08-23,575.1878662109375,576.8754690215794,570.2279107564548,573.3767594342206,7717182,0,575.0521179199219,547.956484375,0.009718451622138469,0.014080840911015574
2018-08-24,567.3261108398438,577.0401657558751,566.4205322634559,574.8174459265643,7053000,1,575.6921691894531,549.0596057128906,-0.013668152325401528,0.0148732463552609
2018-08-27,582.5969848632812,584.4697936556562,568.6021444339464,569.2607151108883,7012950,1,577.1513366699219,550.5060150146485,0.026917276909450116,0.016667964782528494
2018-08-28,586.4249877929688,592.0641157210664,580.9917165989413,583.3378904677884,6496890,0,578.7669189453125,551.6869329833985,0.006570584862511497,0.016710705073821292
2018-08-29,580.4154663085938,590.0883715595737,578.3780021093374,590.0883715595737,5646496,1,578.8224853515625,552.8616766357422,-0.010247724107037226,0.016399272328600858
2018-08-30,582.92626953125,585.1284391230545,574.673459608728,581.5268256261907,11507962,1,579.1476684570313,554.299028930664,0.004325872359371763,0.016448097164636116
2018-08-31,593.1754150390625,598.6087361525383,584.9431559996036,586.5896078074954,10875864,0,579.6230712890625,555.928603515625,0.017582233025892124,0.016707558742607424
2018-09-03,590.3558959960938,604.206682339656,588.6065408920439,596.4271872395606,10976328,1,579.7836059570312,557.4737963867187,-0.004753263489153614,0.016804875160683626
2018-09-04,606.841064453125,616.184659431043,589.4298144991673,594.3691704865905,15370124,0,583.4901794433594,559.3379943847656,0.027924119279297166,0.014424847326593975
2018-09-05,600.8726196289062,612.5212362596042,597.1681029856842,610.7924819243897,8658978,0,586.6122680664063,560.8803088378907,-0.00983526853047989,0.015215227533229734
2018-09-06,598.6087646484375,605.4826811753197,596.0978853252984,603.0541545939286,5598659,1,588.9543579101562,562.3328918457031,-0.0037676121469254475,0.01539183657240288
2018-09-07,603.2599487304688,605.1945598046658,595.8509153939287,604.5359388670615,6510605,0,592.5477416992187,563.9431225585937,0.007769989944538924,0.014078248801794745
2018-09-10,601.6547241210938,614.9498446081699,600.4610865737926,607.335003828216,5629871,1,594.453515625,565.3598962402343,-0.0026609169276911038,0.012240521805537426
2018-09-11,604.4948120117188,613.097533337639,602.6014023540138,605.8120036943538,6963561,1,596.260498046875,566.688583984375,0.004720461382188734,0.012199353439884634
2018-09-12,611.574462890625,614.5380556528215,606.0999912583923,612.8093015824927,4636617,0,599.3763977050781,567.9324755859375,0.01171168178490345,0.011484005995316418
2018-09-14,604.0008544921875,613.3032971378863,600.1728339486758,610.7513169393595,7896514,0,601.4838562011719,568.8680688476562,-0.012383787842678462,0.01278386787686199
2018-09-17,597.620849609375,609.1871634059794,596.5094645016746,605.0710339235065,5427054,0,601.9283996582031,569.7464514160156,-0.010562907047832693,0.012465273541053007
2018-09-18,591.9818725585938,600.9550572097452,590.2531178347772,600.9550572097452,7729732,1,602.0909973144531,571.0158679199219,-0.009435710040014644,0.012781662517059027
2018-09-19,592.516845703125,598.4852335202111,587.1247260692469,598.4852335202111,4849498,0,600.6585754394531,572.29392578125,0.000903698524110208,0.008414237090175296
2018-09-21,580.6212768554688,590.5823414159854,569.6723813100708,587.6598489742441,14350769,1,598.6334411621094,573.2138793945312,-0.020076338645764746,0.009915294970365493
2018-09-24,591.2821655273438,600.9139212592892,581.6092585382087,581.6092585382087,8637881,1,597.90078125,574.3260583496094,0.018361174653488854,0.012056789895194209
2018-09-25,597.8265991210938,605.894202088895,590.2529115458393,591.2819438184088,9602273,0,597.3574462890625,575.4123034667969,0.011068207321817791,0.012369437633448482
2018-09-26,590.9526977539062,602.4778604618964,586.1368462920706,601.9427937693157,6599606,1,596.2872436523437,576.5759313964844,-0.011498152436330678,0.01282176196309528
2018-09-27,596.674072265625,601.6134272516745,590.6233825060013,594.3690499879455,14592616,1,595.5051696777343,577.6642346191406,0.009681611630617093,0.013189330112621219
2018-09-28,600.99609375,604.7006105188461,588.7712085110974,593.5459089640209,7490031,1,594.4473327636719,578.7117895507813,0.007243521522501961,0.012771517533668739
2018-10-01,614.6616821289062,621.4532962878195,603.4246276949598,607.1291445089124,8252398,0,595.5134155273438,580.0734045410156,0.022738231614182203,0.014242411550253532
2018-10-03,599.7201538085938,619.0248139700408,597.9090465207673,612.3155018284549,7792464,0,595.7233459472657,581.1802319335937,-0.02430854038039576,0.016113143547196025
2018-10-04,582.1854248046875,600.7491606587344,578.3162526382472,599.7201281807303,6173037,1,594.743701171875,581.9845251464844,-0.02923818533119138,0.01850480908103816
2018-10-05,596.509521484375,602.1898008110954,583.914174113958,586.9601202711019,8543578,0,595.14296875,582.8168054199218,0.024604011143860127,0.020281119315885478
2018-10-08,588.1537475585938,599.884716499051,583.8729628785459,596.8799219002245,7259306,1,595.8962158203125,583.4173498535156,-0.014007779632734918,0.0196666151041103
2018-10-09,590.8705444335938,594.6985659691794,578.4398501871334,590.3354273601946,6777212,0,595.8550537109375,583.8977038574219,0.004619195042584234,0.018816510361667513
2018-10-10,576.6287231445312,592.6404805984965,572.4714414510386,592.6404805984965,8866251,0,593.7352661132812,584.0388891601563,-0.0241031160263957,0.0197980024365492
2018-10-11,554.3192138671875,570.4133225631018,546.0458025138632,563.9098169842622,10985897,1,590.0719177246094,583.820322265625,-0.03868955600352897,0.022686313913561993
2018-10-12,558.8057861328125,563.1277225352216,544.5639867035432,556.8300739248614,8909221,1,586.2850891113281,583.6898413085937,0.00809384223636167,0.022568481153327276
2018-10-15,575.2702026367188,580.3742128556567,561.0284057604681,566.8732890824297,6222176,0,583.7125,584.0734619140625,0.02946357556146184,0.025012164459000737
2018-10-16,572.347900390625,587.7010860297801,567.5320481878954,584.4904843974739,11588963,1,579.4811218261718,584.2825622558594,-0.005079877651753106,0.023177372238072477
2018-10-17,580.6624145507812,594.2044917296878,577.3695106894411,584.4904353878793,20360697,0,577.5753479003906,584.7489172363281,0.014527028323999547,0.02318334931561316
2018-10-19,562.716064453125,566.1324721005097,558.1471706715511,565.5562039105539,10421001,0,575.6284118652344,584.859638671875,-0.030906684586327393,0.02339832513181684
2018-10-22,559.75244140625,572.1831319682934,554.6895821979596,566.9556677822698,6672840,0,571.9527038574219,584.8250622558594,-0.005266640201137984,0.021271857562133154
2018-10-23,541.3534545898438,561.4401912063707,537.813592465695,556.4596834302995,9041701,0,567.2726745605469,584.4509057617188,-0.03286986434607231,0.02282693768572456
2018-10-24,534.9321899414062,548.680072781936,532.7506714123623,545.7987820771547,7058164,1,561.6788391113281,583.8882299804687,-0.011861501194820212,0.02240393920394928
2018-10-25,539.8837280273438,546.2083571637642,529.4813440576454,535.0986314012825,8270469,0,558.0043395996094,583.467392578125,0.00925638460171907,0.022499352869398085
2018-10-26,527.2760009765625,539.8421108739105,524.1969360572328,537.0126422101663,5464141,1,555.3000183105469,582.6528063964844,-0.02335267094796145,0.020480881317821345
2018-10-29,536.5551147460938,541.3818120951163,525.5285846640686,527.3594149117405,7137446,1,553.074951171875,581.978525390625,0.017598209955214106,0.021347877879054757
2018-10-30,548.9129638671875,552.4081749559871,530.47997038949,533.5174359602586,8793411,1,550.4392272949219,581.3595886230469,0.02303183546566623,0.020304075347368996
2018-10-31,571.2156982421875,576.6665369915485,551.784015552659,552.4914081004141,11947995,0,550.3260070800782,581.1904138183594,0.04063072990273975,0.024803904337337337
2018-11-01,554.8215942382812,573.9619818696494,548.9130093198185,573.9619818696494,5860244,0,547.7419250488281,580.51841796875,-0.028700373701836535,0.025754657832598383
2018-11-02,551.1182861328125,562.3944598581148,549.3290558267017,554.1974018537782,6654067,1,546.5821472167969,579.7657727050781,-0.006674772834956211,0.024050908368399564
2018-11-05,554.239013671875,556.4026892038885,546.7492972709038,552.1585368938274,5799426,1,546.0308044433593,579.4550463867188,0.005662536732287782,0.02412513445693552
2018-11-06,554.6135864257812,561.7288078330876,549.7868897911281,555.8202732826687,6975525,1,547.3568176269531,579.1542834472656,0.0006758325283251487,0.021329519167643356
2018-11-07,562.1448364257812,563.8092178807799,559.2321688795337,560.064359607033,758956,0,550.0780822753907,578.8934228515625,0.01357927426288863,0.0209227869184276
2018-11-09,548.8297119140625,565.0574289456383,545.500949446047,565.0574289456383,9694143,1,550.9726806640625,578.5234948730468,-0.02368628803277595,0.02272389342387808
2018-11-12,552.740966796875,562.8937015429053,551.1597844538081,554.2388996102186,7118080,1,553.5191772460937,577.9263745117188,0.007126536333413647,0.02093783333803632
2018-11-13,553.9893798828125,555.6953607230846,546.1667666928787,552.1585501157119,4137808,0,555.2626037597656,577.2776623535157,0.0022585861387696138,0.02046266250779649
2018-11-14,543.5869750976562,553.9893588418977,533.0181430549292,553.9893588418977,7323026,1,554.7300048828125,576.5410925292969,-0.018777263902345354,0.020273966355142888
2018-11-15,546.2499389648438,554.2389485365046,538.1776798561106,544.2526611754864,5513390,0,552.2334289550781,575.8075659179688,0.004898873573468299,0.014484766279666666
2018-11-16,541.6312866210938,551.3263284114466,536.0972490456024,549.1626529491759,8583785,1,550.9143981933594,574.7766833496094,-0.008455199743367392,0.011887230789137143
2018-11-19,542.3387451171875,550.9103000500213,540.2998675339521,548.413727693299,6018930,0,550.0364440917969,573.8163403320312,0.0013061625381856068,0.011831587017349534
2018-11-20,533.76708984375,545.9170527119535,532.6852013915676,542.338643165254,5384830,0,547.9892517089844,572.3548608398437,-0.015804984155401547,0.012316920801979494
2018-11-21,515.209228515625,532.6436333811107,509.3838937686868,532.6020340057815,14359086,1,544.0488159179688,570.6415930175781,-0.03476771363621811,0.015587212543032074
2018-11-22,516.5823974609375,522.7406292017122,513.253634529252,517.8306835603195,6632975,1,539.4925720214844,569.0010656738282,0.0026652646523215306,0.014296780921438533
2018-11-26,517.1649169921875,522.6157558798083,499.1895675244097,516.7904210212754,15075209,1,536.3260925292968,567.2791650390625,0.0011276410774219148,0.01346321036155984
2018-11-27,531.6867065429688,533.4342868535686,520.3688815255654,520.5353298391688,12285851,1,534.2206665039063,565.8798046875,0.02807961072696008,0.01689812841188403
2018-11-28,554.5718383789062,556.4858666079977,532.6019861337362,533.3925773654802,17719890,0,534.2789123535156,564.8813452148438,0.04304251273223825,0.02250128710652582
2018-11-29,550.1196899414062,561.6455624054709,548.2472607375261,558.3999981349215,13399070,1,534.9321838378906,563.6522497558594,-0.008028082440165507,0.021730559051505356
